bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built,lat,long,id,price_log
-0.4087452023829765,-1.4569381221006106,-0.997062625791538,-0.09716032140775777,-0.9193534806871079,-0.08396524409612457,-0.30730142999219845,0.9094996455182777,-1.4157894114903122,-0.7490825406061804,-0.10710432476933611,-0.47225743683981275,0.35750879145919884,1023059324,12.367345048436391
0.7017675583750811,0.17775985985562084,-0.026962604868465644,-0.13264733531168715,0.9234635987007352,-0.08396524409612457,-0.30730142999219845,-0.6272148712105527,0.29522113739147343,0.3214016462891396,-0.14113189894711045,0.21950184217675558,0.6789257918682271,4141400100,13.208542908506082
0.7017675583750811,0.8316390526381134,0.8990419605581035,-0.2797384364207278,0.002055059006813669,-0.08396524409612457,-0.30730142999219845,0.9094996455182777,1.1507264118323663,0.49170594874975865,-1.366124569346987,0.5867053048104341,-0.9781574102404734,1698900075,13.51440681653079
-0.4087452023829765,-1.4569381221006106,-0.9860387619174122,-0.2283079814874968,-0.9193534806871079,-0.08396524409612457,-0.30730142999219845,-0.6272148712105527,-0.5602841370494194,-0.7369179475732791,-0.7196006599692744,0.9004184992651643,-0.5138884096496885,6392001810,13.136268254957963
-1.5192579631410341,-1.4569381221006106,-1.1183251284069222,-0.18459209479425046,-0.9193534806871079,-0.08396524409612457,-0.30730142999219845,-0.6272148712105527,-0.5602841370494194,-1.1748432967577283,0.3352541395417304,-0.7288661558062418,0.06466219108656242,8898700820,12.046496440791149
0.7017675583750811,-1.4569381221006106,0.16044308099167334,-0.2903331101369734,0.002055059006813669,-0.08396524409612457,-0.30730142999219845,0.9094996455182777,-0.5602841370494194,-0.3841447496191395,-1.5022348660580842,0.9011413407270655,-0.6710256098496918,7237600130,13.655342979519684
-0.4087452023829765,-0.14917973653562544,-0.9639910341691607,-0.23602254972748146,-0.9193534806871079,-0.08396524409612457,-0.30730142999219845,2.446214162247108,-0.5602841370494194,-0.7125887615074763,-0.9918212533914691,-0.41659864427521165,-0.1996140092497836,4058801065,12.513561021741964
1.812280319133139,0.5046994562468672,0.7248649113469154,-0.13830468535434257,-0.9193534806871079,-0.08396524409612457,2.3095027807722834,0.9094996455182777,0.29522113739147343,0.10243897169691503,0.1310886944750843,-1.5695307759694923,-0.7781646099859331,5152960330,13.081543466215237
-0.4087452023829765,0.5046994562468672,-0.3356307933439887,-0.3001820422566871,0.9234635987007352,-0.08396524409612457,-0.30730142999219845,-0.6272148712105527,1.1507264118323663,-0.019206958632098613,1.1519159198083146,0.7594644141990882,0.9289167921863265,9510970010,13.293907061026404
-0.4087452023829765,-1.4569381221006106,-1.129348992281048,-0.25001163346932026,0.002055059006813669,-0.08396524409612457,-0.30730142999219845,-0.6272148712105527,-0.5602841370494194,-0.8950576570009968,-1.774455459480279,-0.31684652253617324,-1.0281556103041338,3004800175,12.013706813470414
-0.4087452023829765,0.5046994562468672,0.6013976359567063,-0.16651428988521977,0.9234635987007352,-0.08396524409612457,-0.30730142999219845,-0.6272148712105527,0.29522113739147343,1.0147834491645173,0.6755298813194739,-1.3967716665808383,1.2289059925680863,4123840470,12.919024904363686
-0.4087452023829765,-0.14917973653562544,-0.8647762593020282,-0.35981565475176847,2.7662806780885782,-0.08396524409612457,-0.30730142999219845,-0.6272148712105527,-0.5602841370494194,-0.6031074242113641,1.1178883456305404,1.123053669523363,-0.5781718097314942,8822901024,12.644330802262578
1.812280319133139,-0.14917973653562544,-0.2915353378474854,-0.2578804930741046,0.002055059006813669,-0.08396524409612457,-0.30730142999219845,-0.6272148712105527,-0.5602841370494194,0.02945141349950684,-2.4209793688579917,0.7898237555979661,-1.2852892106313565,1175000570,13.180634172318978
-0.4087452023829765,2.1393974382030985,1.1856624212853748,-0.1627341514476273,0.9234635987007352,-0.08396524409612457,-0.30730142999219845,-0.6272148712105527,2.006231686273259,1.6595068799082895,1.2199710681638634,0.5635743780303636,-0.49960320963154337,1330300300,14.45736497045232
1.812280319133139,-0.14917973653562544,-0.08208192423909476,-0.3054536638873433,0.002055059006813669,-0.08396524409612457,-0.30730142999219845,-0.6272148712105527,-1.4157894114903122,-0.7125887615074763,-1.366124569346987,0.3040742932164321,-0.5995996097587628,9818700215,13.047641986378483
-0.4087452023829765,-0.47611933292687175,-0.08208192423909476,-0.18819222663957663,-0.9193534806871079,-0.08396524409612457,-0.30730142999219845,0.9094996455182777,-0.5602841370494194,-0.5909428311784627,-0.10710432476933611,-0.9117450456611542,0.3075105913955384,984100450,12.59473402514672
-0.4087452023829765,-0.47611933292687175,-0.6112273901971342,-0.1961125166992942,-0.9193534806871079,-0.08396524409612457,-0.30730142999219845,-0.6272148712105527,-0.5602841370494194,-0.7855763197048845,0.1310886944750843,1.2654534375131903,0.27894019135924797,3876312290,12.91164481522143
0.7017675583750811,0.17775985985562084,0.2817055836070574,-0.017700268535915883,-0.9193534806871079,-0.08396524409612457,-0.30730142999219845,-0.6272148712105527,0.29522113739147343,-0.0557007377308027,-0.3112697698359822,1.1367876572990765,-0.1996140092497836,1973800150,13.081543466215237
-0.4087452023829765,-0.8030589293181181,-0.5450842069523794,-0.15525102025484216,0.002055059006813669,-0.08396524409612457,-0.30730142999219845,2.446214162247108,-0.5602841370494194,-0.7369179475732791,-1.6383451627691816,0.9568001332916152,-0.9853000102495968,6431500122,13.161586013632684
0.7017675583750811,-0.14917973653562544,0.4580874055930706,-0.1376618046676772,0.9234635987007352,-0.08396524409612457,-0.30730142999219845,2.446214162247108,1.1507264118323663,0.8566437397367995,-0.10710432476933611,0.02288896454612979,-0.021049009022511795,191100045,13.753636218075409
0.7017675583750811,0.5046994562468672,1.0313283270476135,-0.2236535253160394,0.9234635987007352,-0.08396524409612457,-0.30730142999219845,-0.6272148712105527,1.1507264118323663,1.4892025774476705,0.981778048919443,-0.28576433967544534,0.15751599120475998,7954300460,13.250758351186132
